ID,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Type_of_order,multiple_deliveries,Festival,City,Time_taken_min
0x408d,02/04/2022,21:45:00,22:00:00,Sunny,Jam,Snack,0,No,Metropolitian,25
0xaca9,21/03/2022,17:30:00,17:45:00,Stormy,Medium,Snack,1,No,Urban,25
0xd04e,11/02/2022,14:10:00,14:25:00,Fog,High,Snack,0,No,Metropolitian,34
0xc77d,17/02/2022,21:35:00,21:40:00,Sunny,Jam,Drinks,0,No,Urban,12
0xbc5b,25/03/2022,21:10:00,21:20:00,Sandstorms,Jam,Buffet,1,No,Metropolitian,33
0x7340,11/03/2022,17:25:00,17:35:00,Cloudy,Medium,Meal,1,No,Metropolitian,17
0x5e34,14/03/2022,22:25:00,22:35:00,Sandstorms,Low,Drinks,0,No,Metropolitian,22
0x4b85,13/03/2022,16:45:00,16:55:00,Fog,Medium,Meal,0,No,Metropolitian,26
0xb3b4,19/03/2022,11:10:00,11:25:00,Fog,High,Drinks,1,No,Urban,28
0xbad0,28/03/2022,11:40:00,11:50:00,Sandstorms,High,Meal,1,No,Urban,25
0x1cc8,11/03/2022,11:25:00,11:40:00,Windy,High,Drinks,1,No,Metropolitian,29
0xc3e9,18/02/2022,18:55:00,19:00:00,Fog,Medium,Snack,1,No,Metropolitian,34
0x5b87,31/03/2022,19:45:00,20:00:00,Windy,Jam,Buffet,1,Yes,Metropolitian,44
0x278f,03/04/2022,08:25:00,08:40:00,Stormy,Low,Drinks,0,No,Urban,22
0x26b1,05/03/2022,11:00:00,11:05:00,Windy,Low,Buffet,0,No,Metropolitian,22
0x8e88,21/03/2022,09:25:00,09:40:00,Sandstorms,Low,Snack,0,No,Metropolitian,17
0xc27b,11/02/2022,09:25:00,09:40:00,Sandstorms,Low,Meal,1,No,Urban,15
0x7c43,01/03/2022,08:10:00,08:25:00,Stormy,Low,Meal,1,No,Metropolitian,28
0x783d,05/03/2022,23:45:00,23:55:00,Sunny,Low,Buffet,0,No,Metropolitian,18
0x2637,02/04/2022,23:35:00,23:40:00,Stormy,Low,Buffet,1,No,Metropolitian,17
0xc1b6,12/02/2022,20:55:00,21:05:00,Fog,Jam,Meal,1,No,Metropolitian,45
0xd015,14/02/2022,18:35:00,18:40:00,Windy,Medium,Drinks,1,No,Urban,30
0x9e33,09/03/2022,10:40:00,10:50:00,Sunny,Low,Buffet,1,No,Metropolitian,19
0xd4b7,12/02/2022,23:45:00,23:55:00,Cloudy,Low,Meal,0,No,Metropolitian,27
0xad78,19/03/2022,20:35:00,20:50:00,Cloudy,Jam,Snack,1,No,Metropolitian,23
0x2a10,01/03/2022,22:55:00,23:05:00,Fog,Low,Drinks,0,No,Metropolitian,18
0xb83f,05/03/2022,10:30:00,10:45:00,Fog,Low,Buffet,1,No,Urban,17
0x129a,07/03/2022,09:35:00,09:45:00,Stormy,Low,Meal,1,No,Metropolitian,23
0x84bd,04/04/2022,17:45:00,18:00:00,Sandstorms,Medium,Snack,1,No,Metropolitian,38
0xc6f2,18/02/2022,21:35:00,21:45:00,Cloudy,Jam,Snack,1,No,Metropolitian,32
0x796f,31/03/2022,23:20:00,23:25:00,Windy,Low,Snack,0,No,Metropolitian,24
0xd190,11/02/2022,09:15:00,09:20:00,Stormy,Low,Buffet,1,No,Metropolitian,17
0xdbe4,13/02/2022,20:20:00,20:35:00,Cloudy,Jam,Snack,1,No,Metropolitian,25
0xcbe3,16/02/2022,21:20:00,21:25:00,Cloudy,Jam,Drinks,2,Yes,Metropolitian,42
0x5241,09/03/2022,09:25:00,09:40:00,Windy,Low,Drinks,1,No,Metropolitian,19
0xa6c0,14/03/2022,22:55:00,23:05:00,Windy,Low,Buffet,0,No,Urban,21
0x5914,06/03/2022,22:25:00,22:30:00,Sunny,Low,Drinks,0,No,Metropolitian,22
0x1bf2,10/03/2022,20:35:00,20:45:00,Sunny,Jam,Drinks,1,No,Urban,34
0x6a07,28/03/2022,21:35:00,21:50:00,Cloudy,Jam,Meal,1,No,Metropolitian,31
0xa48d,14/03/2022,18:50:00,19:05:00,Fog,Medium,Drinks,1,No,Urban,32
0x4955,28/03/2022,22:20:00,22:30:00,Stormy,Low,Meal,1,No,Metropolitian,26
0x7539,21/03/2022,17:30:00,17:45:00,Stormy,Medium,Drinks,1,No,Metropolitian,35
0x7927,27/03/2022,21:25:00,21:35:00,Sandstorms,Jam,Meal,2,No,Metropolitian,43
0x6bc5,17/03/2022,17:55:00,18:10:00,Stormy,Medium,Drinks,1,No,Metropolitian,30
0x942f,30/03/2022,23:10:00,23:25:00,Sunny,Low,Snack,1,No,Metropolitian,11
0xc663,13/02/2022,23:50:00,23:55:00,Sunny,Low,Snack,0,No,Urban,18
0x52b4,17/03/2022,21:15:00,21:20:00,Stormy,Jam,Snack,1,No,Metropolitian,27
0x7827,13/03/2022,08:45:00,09:00:00,Sandstorms,Low,Drinks,1,No,Urban,16
0x462f,31/03/2022,23:40:00,23:45:00,Sunny,Low,Meal,1,No,Metropolitian,30
0xe215,17/02/2022,18:40:00,18:55:00,Sandstorms,Medium,Drinks,1,No,Metropolitian,32
0x8d69,09/03/2022,09:20:00,09:25:00,Stormy,Low,Buffet,1,No,Urban,25
0xc45c,13/02/2022,18:55:00,19:05:00,Sunny,Medium,Snack,1,No,Metropolitian,19
0x17dd,21/03/2022,10:30:00,10:40:00,Stormy,Low,Drinks,0,No,Metropolitian,32
0x27e0,14/03/2022,17:20:00,17:30:00,Cloudy,Medium,Buffet,1,No,Metropolitian,27
0xdcb8,17/02/2022,20:00:00,20:05:00,Sunny,Jam,Buffet,0,No,Metropolitian,29
0x25f0,21/03/2022,18:10:00,18:20:00,Sunny,Medium,Drinks,1,No,Metropolitian,23
0x7b59,16/03/2022,18:00:00,18:15:00,Fog,Medium,Snack,1,No,Metropolitian,35
0x8acb,04/04/2022,18:50:00,19:05:00,Cloudy,Medium,Snack,0,No,Metropolitian,25
0xcb3b,13/02/2022,10:30:00,10:45:00,Stormy,Low,Drinks,1,No,Metropolitian,24
0x38d3,09/03/2022,22:30:00,22:35:00,Sandstorms,Low,Buffet,1,No,Metropolitian,22
0x7365,18/03/2022,18:40:00,18:45:00,Windy,Medium,Buffet,1,No,Metropolitian,21
0xbec5,09/03/2022,20:35:00,20:40:00,Stormy,Jam,Drinks,0,No,Metropolitian,24
0xcf6a,13/02/2022,09:15:00,09:25:00,Fog,Low,Snack,1,No,Metropolitian,19
0x997f,08/03/2022,19:40:00,19:50:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,32
0xd561,17/02/2022,23:25:00,23:40:00,Fog,Low,Drinks,1,No,Metropolitian,19
0xb323,01/03/2022,22:15:00,22:30:00,Fog,Low,Meal,1,No,Metropolitian,16
0x19ff,31/03/2022,23:10:00,23:25:00,Cloudy,Low,Buffet,1,No,Metropolitian,24
0x47a7,28/03/2022,10:35:00,10:50:00,Sandstorms,Low,Buffet,0,No,Metropolitian,15
0x9cae,21/03/2022,12:55:00,13:00:00,Fog,High,Snack,1,No,Metropolitian,28
0x7bdb,06/04/2022,19:35:00,19:40:00,Cloudy,Jam,Drinks,0,No,Metropolitian,30
0x5219,02/04/2022,17:15:00,17:20:00,Fog,Medium,Drinks,1,No,Metropolitian,34
0xba95,23/03/2022,22:40:00,22:55:00,Cloudy,Low,Drinks,1,No,Metropolitian,23
0x4802,20/03/2022,22:40:00,22:50:00,Cloudy,Low,Snack,1,No,Urban,20
0x2636,03/03/2022,23:55:00,00:10:00,Stormy,Low,Snack,1,No,Metropolitian,23
0x25ef,05/03/2022,16:00:00,16:10:00,Windy,Medium,Buffet,1,No,Metropolitian,31
0x111c,25/03/2022,18:55:00,19:00:00,Fog,Medium,Buffet,0,No,Metropolitian,34
0x9244,06/04/2022,18:30:00,18:45:00,Cloudy,Medium,Drinks,1,No,Metropolitian,36
0x1a78,15/03/2022,19:50:00,20:05:00,Cloudy,Jam,Buffet,1,No,Metropolitian,29
0xc7c0,13/02/2022,15:55:00,16:10:00,Windy,Medium,Drinks,1,No,Urban,29
0x9d95,07/03/2022,10:20:00,10:25:00,Sandstorms,Low,Buffet,1,No,Metropolitian,23
0x5823,03/03/2022,21:15:00,21:25:00,Fog,Jam,Snack,0,No,Urban,22
0x5202,10/03/2022,19:30:00,19:45:00,Cloudy,Jam,Drinks,2,No,Metropolitian,43
0x4cb7,31/03/2022,21:15:00,21:25:00,Windy,Jam,Snack,1,No,Metropolitian,40
0xe284,12/02/2022,23:45:00,00:00:00,Windy,Low,Buffet,1,No,Urban,26
0x6af9,15/03/2022,20:35:00,20:45:00,Sunny,Jam,Snack,0,No,Urban,17
0xc1f3,18/02/2022,21:30:00,21:45:00,Cloudy,Jam,Buffet,1,No,Urban,35
0x46ff,03/04/2022,21:00:00,21:10:00,Windy,Jam,Snack,1,No,Metropolitian,32
0xa700,29/03/2022,21:45:00,21:50:00,Fog,Jam,Meal,1,Yes,Metropolitian,47
0x4fd8,30/03/2022,23:00:00,23:05:00,Stormy,Low,Snack,1,No,Metropolitian,11
0x6b27,03/03/2022,11:40:00,11:50:00,Stormy,High,Snack,1,No,Metropolitian,27
0x55ef,01/04/2022,11:20:00,11:25:00,Windy,High,Buffet,3,No,Metropolitian,42
0xc08a,11/02/2022,18:00:00,18:15:00,Sunny,Medium,Buffet,1,No,Metropolitian,15
0xba4,30/03/2022,11:50:00,11:55:00,Sunny,High,Buffet,0,No,Metropolitian,22
0x3089,25/03/2022,21:15:00,21:20:00,Windy,Jam,Snack,1,No,Metropolitian,36
0x51f6,05/04/2022,10:35:00,10:45:00,Sunny,Low,Meal,0,No,Metropolitian,22
0xc78d,11/02/2022,16:10:00,16:25:00,Fog,Medium,Meal,0,No,Urban,15
0xb363,23/03/2022,20:30:00,20:45:00,Sunny,Jam,Buffet,1,No,Metropolitian,22
0x3621,30/03/2022,23:55:00,00:05:00,Fog,Low,Drinks,1,No,Metropolitian,18
0x20e8,18/03/2022,22:55:00,23:05:00,Sandstorms,Low,Snack,0,No,Metropolitian,11
0x19e2,06/04/2022,19:30:00,19:40:00,Stormy,Jam,Meal,1,No,Metropolitian,37
0x81ac,10/03/2022,23:55:00,00:05:00,Sunny,Low,Snack,2,No,Metropolitian,43
0x7de9,20/03/2022,22:15:00,22:20:00,Fog,Low,Meal,1,No,Urban,24
0x7e55,05/04/2022,19:15:00,19:20:00,Fog,Jam,Snack,1,No,Metropolitian,28
0x8a7a,04/04/2022,22:15:00,22:30:00,Cloudy,Low,Meal,1,No,Metropolitian,29
0xc2ed,12/02/2022,17:25:00,17:30:00,Stormy,Medium,Snack,1,No,Metropolitian,19
0xd43b,11/02/2022,19:40:00,19:55:00,Sandstorms,Jam,Snack,1,No,Metropolitian,32
0x73a2,16/03/2022,22:10:00,22:25:00,Windy,Low,Drinks,1,No,Metropolitian,17
0x43b7,13/03/2022,20:45:00,20:50:00,Sunny,Jam,Drinks,1,No,Metropolitian,49
0x9d16,10/03/2022,20:35:00,20:40:00,Sunny,Jam,Snack,2,No,Metropolitian,41
0xd3fc,18/02/2022,21:45:00,21:50:00,Stormy,Jam,Buffet,1,No,Metropolitian,37
0x87c4,13/03/2022,13:35:00,13:40:00,Windy,High,Buffet,0,No,Metropolitian,46
0x8243,03/03/2022,09:40:00,09:45:00,Fog,Low,Snack,1,No,Metropolitian,24
0x719f,13/03/2022,23:40:00,23:55:00,Windy,Low,Snack,0,No,Urban,12
0x2649,30/03/2022,10:45:00,10:50:00,Cloudy,Low,Snack,1,No,Metropolitian,17
0xbed3,25/03/2022,19:50:00,20:00:00,Sandstorms,Jam,Snack,0,No,Metropolitian,16
0xb165,01/03/2022,08:40:00,08:50:00,Stormy,Low,Buffet,1,No,Metropolitian,25
0xd2aa,11/02/2022,15:10:00,15:25:00,Fog,Medium,Buffet,1,No,Metropolitian,32
0x5a02,03/03/2022,11:35:00,11:50:00,Cloudy,High,Drinks,1,No,Metropolitian,28
0x31b2,06/04/2022,20:15:00,20:25:00,Sunny,Jam,Buffet,1,No,Metropolitian,20
0xffd,04/04/2022,17:35:00,17:50:00,Windy,Medium,Buffet,1,No,Metropolitian,33
0xd03b,18/02/2022,20:00:00,20:10:00,Stormy,Jam,Buffet,1,No,Metropolitian,36
0xba96,14/03/2022,19:20:00,19:25:00,Cloudy,Jam,Drinks,2,No,Metropolitian,35
0xd6d0,17/02/2022,18:00:00,18:15:00,Sandstorms,Medium,Snack,0,No,Urban,23
0xcb07,13/02/2022,15:30:00,15:40:00,Sunny,Medium,Drinks,1,No,Urban,23
0x5f5b,03/04/2022,13:45:00,13:50:00,Stormy,High,Buffet,1,No,Urban,31
0x4832,03/04/2022,18:45:00,19:00:00,Stormy,Medium,Meal,1,No,Metropolitian,29
0x2c84,02/04/2022,23:30:00,23:45:00,Sandstorms,Low,Drinks,1,No,Metropolitian,25
0x8f04,08/03/2022,22:00:00,22:05:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,26
0xa75e,06/04/2022,17:20:00,17:35:00,Cloudy,Medium,Snack,1,No,Metropolitian,36
0x10f6,23/03/2022,17:20:00,17:35:00,Stormy,Medium,Drinks,1,No,Urban,38
0x440e,26/03/2022,17:30:00,17:45:00,Sandstorms,Medium,Snack,1,No,Metropolitian,25
0x81d0,25/03/2022,23:00:00,23:10:00,Cloudy,Low,Snack,1,No,Urban,32
0x1d74,24/03/2022,09:40:00,09:55:00,Sandstorms,Low,Drinks,0,No,Metropolitian,14
0x246e,01/03/2022,16:25:00,16:30:00,Cloudy,Medium,Meal,1,No,Metropolitian,17
0x604a,25/03/2022,19:50:00,19:55:00,Stormy,Jam,Buffet,1,No,Metropolitian,28
0x3bb8,04/04/2022,17:15:00,17:30:00,Sunny,Medium,Drinks,1,No,Metropolitian,24
0x9104,19/03/2022,14:55:00,15:00:00,Stormy,High,Buffet,1,No,Metropolitian,30
0x36c9,24/03/2022,09:10:00,09:15:00,Cloudy,Low,Buffet,0,No,Metropolitian,17
0x6995,28/03/2022,10:00:00,10:05:00,Fog,Low,Meal,1,No,Metropolitian,20
0x31c9,05/04/2022,10:25:00,10:40:00,Sunny,Low,Snack,1,No,Metropolitian,22
0xb201,25/03/2022,17:40:00,17:50:00,Fog,Medium,Meal,1,No,Metropolitian,40
0xdc9e,12/02/2022,19:50:00,20:05:00,Cloudy,Jam,Snack,1,No,Metropolitian,46
0x7621,01/03/2022,11:45:00,12:00:00,Fog,High,Drinks,1,No,Metropolitian,31
0x8455,24/03/2022,23:00:00,23:15:00,Sandstorms,Low,Snack,0,No,Urban,22
0x6f9a,07/03/2022,19:15:00,19:30:00,Cloudy,Jam,Snack,1,No,Urban,33
0xbc36,04/04/2022,19:30:00,19:35:00,Stormy,Jam,Buffet,1,No,Metropolitian,32
0x7f56,09/03/2022,09:25:00,09:40:00,Fog,Low,Meal,0,No,Metropolitian,17
0x226d,09/03/2022,10:50:00,10:55:00,Cloudy,Low,Meal,1,No,Metropolitian,29
0xe10d,16/02/2022,17:15:00,17:25:00,Windy,Medium,Snack,0,No,Urban,20
0x57ee,21/03/2022,09:35:00,09:40:00,Cloudy,Low,Snack,1,No,Urban,19
0x6db3,14/03/2022,20:00:00,20:15:00,Fog,Jam,Snack,0,No,Metropolitian,42
0x8d64,06/03/2022,18:45:00,18:50:00,Cloudy,Medium,Drinks,1,No,Metropolitian,42
0x579b,04/03/2022,21:50:00,22:05:00,Sandstorms,Jam,Meal,0,No,Metropolitian,16
0x58ca,23/03/2022,19:50:00,20:05:00,Sunny,Jam,Snack,1,No,Metropolitian,14
0x66e2,06/04/2022,21:45:00,22:00:00,Fog,Jam,Buffet,1,No,Metropolitian,45
0x328b,10/03/2022,21:15:00,21:30:00,Windy,Jam,Meal,2,No,Metropolitian,44
0x56b3,17/03/2022,23:45:00,00:00:00,Fog,Low,Buffet,0,No,Metropolitian,18
0xc696,18/02/2022,19:50:00,19:55:00,Stormy,Jam,Snack,0,No,Metropolitian,29
0x96a7,03/04/2022,20:55:00,21:05:00,Fog,Jam,Buffet,0,No,Metropolitian,29
0x60f5,05/04/2022,23:45:00,00:00:00,Sandstorms,Low,Buffet,1,No,Metropolitian,11
0xd19,30/03/2022,17:35:00,17:45:00,Sunny,Medium,Snack,0,No,Urban,20
0xc3e2,14/02/2022,17:25:00,17:30:00,Fog,Medium,Meal,0,No,Metropolitian,38
0x305f,01/03/2022,22:25:00,22:40:00,Sandstorms,Low,Meal,1,No,Metropolitian,27
0x956a,24/03/2022,08:35:00,08:50:00,Windy,Low,Snack,1,No,Metropolitian,29
0x55c1,29/03/2022,22:55:00,23:05:00,Cloudy,Low,Buffet,0,No,Urban,23
0xcea8,17/02/2022,20:30:00,20:40:00,Fog,Jam,Meal,0,No,Urban,26
0x275d,28/03/2022,19:15:00,19:25:00,Stormy,Jam,Meal,1,No,Urban,14
0x2371,03/03/2022,11:15:00,11:25:00,Windy,High,Buffet,0,No,Metropolitian,12
0x3df3,16/03/2022,17:15:00,17:20:00,Sunny,Medium,Drinks,1,No,Metropolitian,39
0xdfe1,12/02/2022,22:15:00,22:20:00,Sandstorms,Low,Drinks,1,No,Urban,11
0x212b,31/03/2022,23:25:00,23:40:00,Cloudy,Low,Drinks,0,No,Metropolitian,20
0xc8d9,13/02/2022,17:55:00,18:00:00,Fog,Medium,Snack,0,No,Metropolitian,15
0xb5cb,15/03/2022,17:30:00,17:35:00,Cloudy,Medium,Drinks,1,No,Metropolitian,17
0x45e9,20/03/2022,23:15:00,23:30:00,Stormy,Low,Buffet,0,No,Metropolitian,28
0x1f7b,31/03/2022,22:45:00,22:50:00,Sandstorms,Low,Drinks,0,No,Metropolitian,11
0x38ab,19/03/2022,22:10:00,22:25:00,Cloudy,Low,Snack,0,No,Urban,11
0x44fd,26/03/2022,09:30:00,09:45:00,Fog,Low,Meal,1,No,Metropolitian,19
0x17c4,03/04/2022,09:20:00,09:35:00,Fog,Low,Snack,1,No,Urban,28
0x6c0c,30/03/2022,20:55:00,21:10:00,Cloudy,Jam,Meal,1,No,Metropolitian,26
0x68c5,29/03/2022,20:25:00,20:35:00,Stormy,Jam,Snack,2,No,Metropolitian,54
0x8d36,28/03/2022,18:15:00,18:30:00,Stormy,Medium,Drinks,1,No,Metropolitian,31
0x8623,01/04/2022,17:15:00,17:25:00,Stormy,Medium,Buffet,1,No,Metropolitian,27
0x983,14/03/2022,21:45:00,22:00:00,Windy,Jam,Drinks,0,No,Urban,44
0x55f6,03/03/2022,23:40:00,23:50:00,Sunny,Low,Buffet,0,No,Metropolitian,15
0x37c9,19/03/2022,18:25:00,18:30:00,Sandstorms,Medium,Buffet,1,No,Urban,28
0xa8c7,05/03/2022,12:25:00,12:35:00,Fog,High,Buffet,1,No,Metropolitian,20
0x58d0,30/03/2022,11:25:00,11:40:00,Sunny,High,Buffet,1,No,Metropolitian,20
0x7631,21/03/2022,18:55:00,19:10:00,Fog,Medium,Snack,0,No,Metropolitian,25
0xbd85,10/03/2022,23:25:00,23:35:00,Sunny,Low,Snack,1,No,Metropolitian,15
0x2dba,03/04/2022,08:15:00,08:20:00,Sandstorms,Low,Drinks,1,No,Urban,26
0x192d,11/03/2022,17:20:00,17:35:00,Sunny,Medium,Meal,0,No,Metropolitian,14
0x7d7,14/03/2022,21:10:00,21:25:00,Cloudy,Jam,Snack,2,No,Metropolitian,38
0x7f3f,16/03/2022,21:20:00,21:25:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,21
0x3b3d,05/03/2022,08:25:00,08:30:00,Fog,Low,Buffet,1,No,Urban,18
0x95a7,21/03/2022,23:45:00,23:50:00,Stormy,Low,Drinks,1,No,Urban,27
0x36a3,17/03/2022,13:15:00,13:25:00,Cloudy,High,Buffet,0,No,Metropolitian,30
0x1f49,20/03/2022,22:45:00,22:55:00,Stormy,Low,Meal,1,No,Metropolitian,19
0x80c6,28/03/2022,20:40:00,20:55:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,29
0x8bf8,08/03/2022,19:20:00,19:25:00,Fog,Jam,Buffet,1,No,Metropolitian,42
0x858,01/04/2022,09:20:00,09:25:00,Cloudy,Low,Meal,1,No,Metropolitian,18
0x2a82,27/03/2022,19:50:00,20:00:00,Sunny,Jam,Buffet,1,No,Metropolitian,32
0x79f4,27/03/2022,21:10:00,21:15:00,Sunny,Jam,Drinks,1,No,Metropolitian,31
0x58c7,26/03/2022,13:10:00,13:15:00,Sunny,High,Meal,2,No,Metropolitian,47
0x2ba9,16/03/2022,23:50:00,00:00:00,Stormy,Low,Snack,0,No,Urban,14
0x67cb,10/03/2022,17:40:00,17:50:00,Sunny,Medium,Buffet,1,No,Metropolitian,16
0x850e,05/03/2022,10:35:00,10:50:00,Sunny,Low,Drinks,1,No,Metropolitian,15
0x69f3,13/03/2022,10:25:00,10:40:00,Windy,Low,Buffet,0,No,Metropolitian,22
0x6bc4,05/04/2022,13:00:00,13:10:00,Cloudy,High,Snack,1,No,Metropolitian,31
0xc2b5,18/02/2022,19:35:00,19:40:00,Stormy,Jam,Meal,1,No,Metropolitian,33
0x4d4b,04/04/2022,19:45:00,19:55:00,Fog,Jam,Buffet,1,No,Metropolitian,37
0x6c39,06/03/2022,23:20:00,23:35:00,Fog,Low,Drinks,2,No,Metropolitian,33
0x9386,11/03/2022,15:55:00,16:10:00,Sandstorms,Medium,Drinks,0,No,Metropolitian,29
0xaa0e,28/03/2022,10:20:00,10:30:00,Stormy,Low,Drinks,1,No,Metropolitian,24
0x9285,13/03/2022,10:25:00,10:40:00,Sunny,Low,Meal,0,No,Metropolitian,16
0x319c,05/04/2022,20:15:00,20:20:00,Windy,Jam,Buffet,1,No,Metropolitian,27
0x52dc,10/03/2022,23:00:00,23:15:00,Cloudy,Low,Drinks,1,No,Metropolitian,29
0x5d52,08/03/2022,18:35:00,18:45:00,Fog,Medium,Meal,2,No,Metropolitian,38
0xe87,05/03/2022,12:40:00,12:55:00,Fog,High,Meal,1,No,Urban,22
0xa171,07/03/2022,08:15:00,08:20:00,Sandstorms,Low,Snack,1,No,Urban,19
0x3591,03/04/2022,23:20:00,23:25:00,Cloudy,Low,Drinks,0,No,Metropolitian,14
0xbdfe,26/03/2022,12:50:00,12:55:00,Windy,High,Snack,1,No,Urban,15
0xd806,12/02/2022,17:20:00,17:35:00,Sandstorms,Medium,Buffet,1,No,Urban,48
0xc3da,14/02/2022,20:10:00,20:20:00,Stormy,Jam,Snack,0,No,Metropolitian,28
0xee0,14/03/2022,19:50:00,19:55:00,Windy,Jam,Drinks,2,No,Metropolitian,35
0x2721,17/03/2022,10:10:00,10:20:00,Sandstorms,Low,Drinks,1,No,Metropolitian,25
0x93b9,09/03/2022,22:25:00,22:35:00,Fog,Low,Buffet,1,No,Urban,13
0xc2d2,17/02/2022,09:55:00,10:00:00,Stormy,Low,Meal,1,No,Metropolitian,20
0x5bee,26/03/2022,18:55:00,19:05:00,Sandstorms,Medium,Meal,1,No,Metropolitian,20
0xd6a3,18/02/2022,17:25:00,17:30:00,Sunny,Medium,Drinks,1,No,Metropolitian,30
0xd8d,24/03/2022,15:00:00,15:05:00,Sunny,High,Buffet,0,No,Metropolitian,21
0x1282,24/03/2022,22:20:00,22:35:00,Windy,Low,Buffet,1,No,Metropolitian,34
0x54a6,02/03/2022,23:15:00,23:30:00,Sandstorms,Low,Meal,0,No,Urban,25
0xb891,09/03/2022,11:30:00,11:35:00,Sandstorms,High,Snack,0,No,Metropolitian,16
0x6a9c,01/03/2022,10:35:00,10:45:00,Sunny,Low,Drinks,1,No,Metropolitian,19
0x8140,07/03/2022,18:50:00,19:00:00,Cloudy,Medium,Drinks,0,No,Metropolitian,13
0xce14,11/02/2022,23:40:00,23:45:00,Windy,Low,Buffet,1,No,Metropolitian,23
0x7c9d,04/03/2022,18:35:00,18:45:00,Windy,Medium,Drinks,1,No,Metropolitian,24
0x8552,21/03/2022,13:30:00,13:35:00,Stormy,High,Buffet,0,No,Metropolitian,22
0x9ef4,01/04/2022,11:40:00,11:50:00,Stormy,High,Snack,0,No,Metropolitian,18
0x4a90,05/04/2022,14:45:00,14:55:00,Sandstorms,High,Drinks,2,No,Urban,32
0x7e22,07/03/2022,10:40:00,10:45:00,Sandstorms,Low,Snack,1,No,Metropolitian,23
0xbd48,25/03/2022,18:45:00,18:55:00,Cloudy,Medium,Drinks,1,No,Metropolitian,33
0xc43,05/03/2022,20:25:00,20:30:00,Sunny,Jam,Meal,0,No,Urban,15
0x508f,27/03/2022,20:25:00,20:30:00,Sandstorms,Jam,Drinks,1,No,Semi-Urban,51
0xcd37,13/02/2022,19:55:00,20:05:00,Cloudy,Jam,Meal,1,No,Metropolitian,27
0x207a,14/03/2022,20:55:00,21:05:00,Windy,Jam,Meal,1,No,Urban,31
0x54bf,01/03/2022,09:55:00,10:10:00,Windy,Low,Buffet,1,No,Metropolitian,25
0x6e2b,09/03/2022,21:45:00,22:00:00,Sandstorms,Jam,Buffet,0,No,Urban,29
0x8908,04/04/2022,17:25:00,17:30:00,Fog,Medium,Buffet,2,No,Metropolitian,36
0x6bb4,06/03/2022,18:10:00,18:25:00,Stormy,Medium,Meal,0,No,Urban,36
0x1c0f,05/04/2022,14:55:00,15:00:00,Sandstorms,High,Buffet,1,No,Metropolitian,26
0x7b49,05/04/2022,19:35:00,19:50:00,Cloudy,Jam,Snack,0,No,Urban,30
0xa1f,21/03/2022,15:45:00,16:00:00,Fog,Medium,Drinks,1,No,Urban,11
0xdf27,11/02/2022,22:40:00,22:45:00,Cloudy,Low,Snack,1,No,Urban,10
0x42d3,25/03/2022,19:45:00,19:50:00,Sunny,Jam,Buffet,1,No,Metropolitian,32
0xc525,17/02/2022,08:50:00,09:00:00,Cloudy,Low,Meal,1,No,Urban,18
0xbcc7,03/04/2022,22:50:00,22:55:00,Sandstorms,Low,Drinks,1,No,Urban,23
0x2914,15/03/2022,15:45:00,15:55:00,Fog,Medium,Drinks,0,No,Metropolitian,17
0x9859,23/03/2022,19:00:00,19:15:00,Stormy,Medium,Drinks,2,No,Metropolitian,36
0xdc5d,16/02/2022,20:10:00,20:15:00,Sunny,Jam,Snack,0,No,Metropolitian,20
0x57b4,07/03/2022,21:10:00,21:25:00,Sandstorms,Jam,Snack,0,No,Urban,30
0xfb4,24/03/2022,11:00:00,11:10:00,Sandstorms,Low,Drinks,1,No,Metropolitian,20
0x2a97,04/04/2022,23:20:00,23:35:00,Cloudy,Low,Snack,1,No,Metropolitian,34
0x3236,05/03/2022,23:10:00,23:15:00,Sandstorms,Low,Snack,1,No,Metropolitian,18
0xa40c,18/03/2022,21:10:00,21:25:00,Cloudy,Jam,Buffet,1,No,Metropolitian,42
0x1897,28/03/2022,13:35:00,13:45:00,Windy,High,Meal,1,No,Metropolitian,32
0x136c,05/03/2022,23:55:00,00:10:00,Fog,Low,Snack,0,No,Metropolitian,14
0x3d2f,15/03/2022,17:25:00,17:40:00,Stormy,Medium,Snack,1,No,Urban,23
0x140d,24/03/2022,22:30:00,22:40:00,Cloudy,Low,Snack,0,No,Urban,10
0x87b6,03/04/2022,22:10:00,22:15:00,Cloudy,Low,Meal,0,No,Metropolitian,15
0x7a2a,02/04/2022,22:10:00,22:20:00,Windy,Low,Meal,0,No,Metropolitian,14
0xa063,31/03/2022,20:35:00,20:45:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,24
0x67bf,28/03/2022,10:35:00,10:40:00,Sunny,Low,Meal,1,No,Urban,28
0x40c9,05/04/2022,11:25:00,11:40:00,Sunny,High,Buffet,0,No,Metropolitian,10
0xc7a2,13/02/2022,18:35:00,18:40:00,Cloudy,Medium,Buffet,1,No,Urban,19
0xaa00,28/03/2022,10:55:00,11:05:00,Sunny,Low,Snack,0,No,Urban,17
